Author full names	Title	Link	Affiliations	Authors with affiliations
"Mumtaz, Gohar (58128402600); Akram, Sheeraz (56199595000); Iqbal, Muhammad Waseem (57194948912); Ashraf, M. Usman (57203054223); Almarhabi, Khalid Ali (57204803888); Alghamdi, Ahmed Mohammed (57195754580); Bahaddad, Adel A. (56922260800)"	Classification and Prediction of Significant Cyber Incidents (SCI) Using Data Mining and Machine Learning (DM-ML)	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149409371&doi=10.1109%2fACCESS.2023.3249663&partnerID=40&md5=78b1b421efc6ba8de85a2f36ecdfbf26	"Superior University, Faculty of Computer Science and Information Technology, Lahore, 54000, Pakistan; Intelligent Data Visual Computing Research (IDVCR), Lahore, 73861, Pakistan; Imam Mohammad Ibn Saud Islamic University (IMSIU), College of Computer and Information Sciences, Riyadh, 11564, Saudi Arabia; Superior University, Faculty of Computer Science and Information Technology, Department of Software Engineering, Lahore, 54000, Pakistan; GC Women University, Sialkot, Department of Computer Science, Sialkot, 51310, Pakistan; Umm Al-Qura University, College of Computing in Al-Qunfudah, Department of Computer Science, Mecca, 21421, Saudi Arabia; University of Jeddah, College of Computer Science and Engineering, Department of Software Engineering, Jeddah, 21493, Saudi Arabia; King Abdul Aziz University, Department of Information System, Jeddah, 21589, Saudi Arabia"	"Mumtaz G., Superior University, Faculty of Computer Science and Information Technology, Lahore, 54000, Pakistan, Intelligent Data Visual Computing Research (IDVCR), Lahore, 73861, Pakistan; Akram S., Superior University, Faculty of Computer Science and Information Technology, Lahore, 54000, Pakistan, Intelligent Data Visual Computing Research (IDVCR), Lahore, 73861, Pakistan, Imam Mohammad Ibn Saud Islamic University (IMSIU), College of Computer and Information Sciences, Riyadh, 11564, Saudi Arabia; Iqbal M.W., Superior University, Faculty of Computer Science and Information Technology, Department of Software Engineering, Lahore, 54000, Pakistan; Ashraf M.U., GC Women University, Sialkot, Department of Computer Science, Sialkot, 51310, Pakistan; Almarhabi K.A., Umm Al-Qura University, College of Computing in Al-Qunfudah, Department of Computer Science, Mecca, 21421, Saudi Arabia; Alghamdi A.M., University of Jeddah, College of Computer Science and Engineering, Department of Software Engineering, Jeddah, 21493, Saudi Arabia; Bahaddad A.A., King Abdul Aziz University, Department of Information System, Jeddah, 21589, Saudi Arabia"
"Hamid, Khalid (57702518800); Iqbal, Muhammad Waseem (57194948912); Abbas, Qaiser (57860653200); Arif, Muhammad (56452459100); Brezulianu, Adrian (24491787500); Geman, Oana (53863372800)"	Cloud Computing Network Empowered by Modern Topological Invariants	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147998922&doi=10.3390%2fapp13031399&partnerID=40&md5=e8cd2f304a469b68e886aa91fbc507d1	"Department of Computer Science, The Superior University, Lahore, 54000, Pakistan; Department of Software Engineering, Superior University, Lahore, 54000, Pakistan; Faculty of Computer and Information Systems, Islamic University Madinah, Madinah, 42351, Saudi Arabia; Department of Computer Science & IT, University of Sargodha, Sargodha, 40100, Pakistan; Faculty of Electronics, Telecommunications and Information Technology, “Gheorghe Asachi” Technical University, Ia?i, 700050, Romania; Greensoft Ltd, Ia?i, 700137, Romania; Department of Computers, Electronics and Automation, Faculty of Electrical Engineering and Computer Science, Stefan cel Mare University of Suceava, Suceava, 720229, Romania"	"Hamid K., Department of Computer Science, The Superior University, Lahore, 54000, Pakistan; Iqbal M.W., Department of Software Engineering, Superior University, Lahore, 54000, Pakistan; Abbas Q., Faculty of Computer and Information Systems, Islamic University Madinah, Madinah, 42351, Saudi Arabia, Department of Computer Science & IT, University of Sargodha, Sargodha, 40100, Pakistan; Arif M., Department of Computer Science, The Superior University, Lahore, 54000, Pakistan; Brezulianu A., Faculty of Electronics, Telecommunications and Information Technology, “Gheorghe Asachi” Technical University, Ia?i, 700050, Romania, Greensoft Ltd, Ia?i, 700137, Romania; Geman O., Department of Computers, Electronics and Automation, Faculty of Electrical Engineering and Computer Science, Stefan cel Mare University of Suceava, Suceava, 720229, Romania"
"Saleem, Kashif (58163060800); Naseem, Rashid (36998693900); Khan, Khalil (58162662300); Muhammad, Siraj (57198148902); Syed, Ikram (57209541861); Choi, Jaehyuk (56565726900)"	Bug prioritization using average one dependence estimator	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151133645&doi=10.32604%2fiasc.2023.036356&partnerID=40&md5=7404e9d6c982f5ae4b0a7cf38450302c	"Department of IT and Computer Science, Institute of Applied Sciences and Technology, Pak Austria Fochhshule, Haripur, Pakistan; Faculty of Computer Sciences and Information Technology, Superior University, Lahore, 54660, Pakistan; Department of Computer Science, Shaheed Benazir Bhutto University, Sheringal, Upper Dir, Khyber Pakhtunkhwa, Pakistan; School of Computing, Gachon University, 1342, Seongnam-daero, Sujeong-gu, Seongnam-si, 13120, South Korea"	"Saleem K., Department of IT and Computer Science, Institute of Applied Sciences and Technology, Pak Austria Fochhshule, Haripur, Pakistan; Naseem R., Department of IT and Computer Science, Institute of Applied Sciences and Technology, Pak Austria Fochhshule, Haripur, Pakistan; Khan K., Department of IT and Computer Science, Institute of Applied Sciences and Technology, Pak Austria Fochhshule, Haripur, Pakistan, Faculty of Computer Sciences and Information Technology, Superior University, Lahore, 54660, Pakistan; Muhammad S., Department of Computer Science, Shaheed Benazir Bhutto University, Sheringal, Upper Dir, Khyber Pakhtunkhwa, Pakistan; Syed I., School of Computing, Gachon University, 1342, Seongnam-daero, Sujeong-gu, Seongnam-si, 13120, South Korea; Choi J., School of Computing, Gachon University, 1342, Seongnam-daero, Sujeong-gu, Seongnam-si, 13120, South Korea"
"Al-Dmour, Nidal A. (9334796400); Farooq, Umer (57533541800); Sarwar, Irfan (58297232800); Iqbal, Muhammad Waseem (57194948912); Aqeel, Muhammad (57518502000); Khan, Wasim Ahmad (57221311084); Al Hamadi, Hussam (57200267734)"	Cyber Security Threats on Multifunctional Devices and Mitigation Techniques	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160740724&doi=10.1109%2fICBATS57792.2023.10111138&partnerID=40&md5=9b6c6cd957d5bcd728a2b03e43e7f9a3	"Mutah University, College of Engineering, Department of Computer Engineering, Jordan; LGU, Department of Computer Science, Lahore, Pakistan; Superior University, Department of Computer Science, Lahore, 54000, Pakistan; Superior University, Department of Software Engineering, Lahore, 54000, Pakistan; NCBA&E Lahore, School of Computer Science, Pakistan; Applied Science Research Center, Applied Science Private University, Amman, 11937, Jordan; University of Dubai, College of Engineering and IT, PO Box 14143, United Arab Emirates"	"Al-Dmour N.A., Mutah University, College of Engineering, Department of Computer Engineering, Jordan; Farooq U., LGU, Department of Computer Science, Lahore, Pakistan; Sarwar I., Superior University, Department of Computer Science, Lahore, 54000, Pakistan; Iqbal M.W., Superior University, Department of Software Engineering, Lahore, 54000, Pakistan; Aqeel M., Superior University, Department of Computer Science, Lahore, 54000, Pakistan; Khan W.A., NCBA&E Lahore, School of Computer Science, Pakistan, Applied Science Research Center, Applied Science Private University, Amman, 11937, Jordan; Al Hamadi H., University of Dubai, College of Engineering and IT, PO Box 14143, United Arab Emirates"
"Gondal, Farzana Kausar (57806957900); Shahzad, Syed Khuram (35732008400); Jaffar, Muhammad Arfan (26654126000); Iqbal, Muhammad Waseem (57194948912)"	A Process Oriented Integration Model for Smart Health Services	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134317889&doi=10.32604%2fiasc.2023.028407&partnerID=40&md5=872943cbff0c2b58de74fa45876d82fb	"Department of Computer Science, Superior University, Lahore, 54600, Pakistan; Department of Informatics and Systems, University of Management and Technology, Lahore, 54000, Pakistan; Faculty of Computer Science & IT, Superior University, Lahore, 54600, Pakistan; Department of Software Engineering, Superior University, Lahore, 54600, Pakistan"	"Gondal F.K., Department of Computer Science, Superior University, Lahore, 54600, Pakistan; Shahzad S.K., Department of Informatics and Systems, University of Management and Technology, Lahore, 54000, Pakistan; Jaffar M.A., Faculty of Computer Science & IT, Superior University, Lahore, 54600, Pakistan; Iqbal M.W., Department of Software Engineering, Superior University, Lahore, 54600, Pakistan"
"Fawad, Muhammad (58136888700); Khan, Muhammad Zahid (57203529114); Ullah, Khalil (57190384525); Alasmary, Hisham (57204050172); Shehzad, Danish (57188820959); Khan, Bilal (55652239900)"	Enhancing Localization Efficiency and Accuracy in Wireless Sensor Networks	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149756312&doi=10.3390%2fs23052796&partnerID=40&md5=2a3a388625d7b133c855e81b1fed2525	"Department of Computer Science & Information Technology, University of Malakand, Chakdara, 18800, Pakistan; Department of Software Engineering, University of Malakand, Chakdara, 18800, Pakistan; Department of Computer Science, College of Computer Science, King Khalid University, Abha, 62529, Saudi Arabia; Department of Computer Science, Superior University, Lahore, 54000, Pakistan; Department of Computer Science, FAST-NUCES, Chiniot-Faisalabad Campus, Chiniot, 35400, Pakistan"	"Fawad M., Department of Computer Science & Information Technology, University of Malakand, Chakdara, 18800, Pakistan; Khan M.Z., Department of Computer Science & Information Technology, University of Malakand, Chakdara, 18800, Pakistan; Ullah K., Department of Software Engineering, University of Malakand, Chakdara, 18800, Pakistan; Alasmary H., Department of Computer Science, College of Computer Science, King Khalid University, Abha, 62529, Saudi Arabia; Shehzad D., Department of Computer Science, Superior University, Lahore, 54000, Pakistan; Khan B., Department of Computer Science, FAST-NUCES, Chiniot-Faisalabad Campus, Chiniot, 35400, Pakistan"
"Hamid, Khalid (57702518800); Waseem Iqbal, Muhammad (57194948912); Aqeel, Muhammad (57518502000); Rana, Toqir A. (57188758524); Arif, Muhammad (56452459100)"	Cyber Security Analysis for Detection and Removal of Zero-Day Attacks (ZDA)	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177521976&doi=10.1201%2f9781003190301-10&partnerID=40&md5=93e7131ba351013dadf478ac83d1bbf3	"Superior University, Lahore, Pakistan; University of Lahore, Pakistan"	"Hamid K., Superior University, Lahore, Pakistan; Waseem Iqbal M., Superior University, Lahore, Pakistan; Aqeel M., Superior University, Lahore, Pakistan; Rana T.A., University of Lahore, Pakistan; Arif M., Superior University, Lahore, Pakistan"
"Salahat, Mohammed (57140512400); Said, Raed A. (42862286300); Hamid, Khalid (57702518800); Haseeb, Usama (58297230300); Abdel Maguid Abdel Ghani, Elsaid (58296794400); Abualkishik, Abedallah (57205175722); Iqbal, Muhammad Waseem (57194948912); Inairat, Mohammad (58479801900)"	Software Testing Issues Improvement in Quality Assurance	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160720811&doi=10.1109%2fICBATS57792.2023.10111145&partnerID=40&md5=992b5b8499d0a702bd470087fc1b3ead	"University of Science and Technology of Fujairah, College of Engineering and Technology, Fujairah, United Arab Emirates; Canadian University Dubai, Faculty of Management, Dubai, United Arab Emirates; Superior University, Department of Computer Science, Lahore, Pakistan; Applied Science Private University, Applied Science Research Center, Amman, 11937, Jordan; Superior University, Department of Software Engineering, Lahore, Pakistan; Canadian University Dubai, Dubai, United Arab Emirates; American University in the Emirates, College of Computer and Information Technology, Dubai, United Arab Emirates; VICE CHANCELLOR Skyline University College, Dubai, United Arab Emirates"	"Salahat M., University of Science and Technology of Fujairah, College of Engineering and Technology, Fujairah, United Arab Emirates; Said R.A., Canadian University Dubai, Faculty of Management, Dubai, United Arab Emirates; Hamid K., Superior University, Department of Computer Science, Lahore, Pakistan, Applied Science Private University, Applied Science Research Center, Amman, 11937, Jordan; Haseeb U., Superior University, Department of Software Engineering, Lahore, Pakistan; Abdel Maguid Abdel Ghani E., Canadian University Dubai, Dubai, United Arab Emirates; Abualkishik A., American University in the Emirates, College of Computer and Information Technology, Dubai, United Arab Emirates; Iqbal M.W., Superior University, Department of Software Engineering, Lahore, Pakistan; Inairat M., VICE CHANCELLOR Skyline University College, Dubai, United Arab Emirates"
"Habib, Naveed (58705192600); Iqbal, Muhammad Waseem (57194948912); Arif, Muhammad (56452459100); Rana, Toqir A. (57188758524); Shahzad, Syed Khuram (35732008400)"	Smart Parking for Smart Drivers Using QR Codes	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177518535&doi=10.1201%2f9781003190301-3&partnerID=40&md5=0fa0e02c9d93f03443bc09c43342b794	"Superior University, Lahore, Pakistan; The University of Lahore, Lahore, Pakistan; University of Management and Technology, Lahore, Pakistan"	"Habib N., Superior University, Lahore, Pakistan; Iqbal M.W., Superior University, Lahore, Pakistan; Arif M., Superior University, Lahore, Pakistan; Rana T.A., The University of Lahore, Lahore, Pakistan; Shahzad S.K., University of Management and Technology, Lahore, Pakistan"
"Zahur Bajwa, Muhammad Khurram (58705166600); Arif, Muhammad (58705302600)"	Road Lane Detection System	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177513286&doi=10.1201%2f9781003190301-571&partnerID=40&md5=ad98633fd478a73050bcf9d5fd533521	"University of Central Punjab, Lahore, Pakistan; Superior University, Lahore, Pakistan"	"Zahur Bajwa M.K., University of Central Punjab, Lahore, Pakistan; Arif M., Superior University, Lahore, Pakistan"
"Kausar, Tasleem (57204695175); Lu, Yun (57197729685); Kausar, Adeeba (57218676578)"	Breast Cancer Diagnosis Using Lightweight Deep Convolution Neural Network Model	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176360213&doi=10.1109%2fACCESS.2023.3326478&partnerID=40&md5=3bc5d4f4ae2ea41a80abc82076075cac	"Mirpur Institute of Technology, Mirpur University of Science and Technology, (MUST), Azad Jammu and Kashmir, Mirpur, 10250, Pakistan; Huizhou University, School of Computer Science and Engineering, Huizhou, 516007, China; Superior University, Department of Information Engineering Technology, Punjab, Lahore, 05499, Pakistan"	"Kausar T., Mirpur Institute of Technology, Mirpur University of Science and Technology, (MUST), Azad Jammu and Kashmir, Mirpur, 10250, Pakistan; Lu Y., Huizhou University, School of Computer Science and Engineering, Huizhou, 516007, China; Kausar A., Superior University, Department of Information Engineering Technology, Punjab, Lahore, 05499, Pakistan"
"Fateh, Adnan (57218128967); Aslam, Muhammad Zia (57217199204); Shahzad, Fakhar (56954784500)"	Does personal mastery lead to creativity for complex jobs: a moderated mediation model	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165507654&doi=10.1108%2fK-03-2023-0390&partnerID=40&md5=c30d53edb4c21eb4579cca6b8fdaabeb	"University of Central Punjab, Lahore, Pakistan; Faculty of Business and Management Sciences, Superior University, Lahore, Pakistan; School of Management, Jiangsu University, Zhenjiang, China"	"Fateh A., University of Central Punjab, Lahore, Pakistan; Aslam M.Z., Faculty of Business and Management Sciences, Superior University, Lahore, Pakistan; Shahzad F., School of Management, Jiangsu University, Zhenjiang, China"
"Fatima, Tehreem (57200605916); Badar, Kamal (55209893300); Waqas, Muhammad (57220483197); Ayub, Arslan (57200497084); Haris, Muhammad (57208080180)"	"CSR Communication Matters! An Examination of CSR, Organisational Pride, and Task-Related Pro-Environmental Behaviour Nexus"	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164176561&doi=10.3390%2fsu15129665&partnerID=40&md5=335c60a69caeab12af858a51fca009d3	"Lahore Business School, The University of Lahore, Sargodha, 40100, Pakistan; School of Management, Victoria University of Wellington, Wellington, 6012, New Zealand; National School of Management Studies, The University of Faisalabad, Faisalabad, 38000, Pakistan; Department of Business Administration, Superior University, Lahore, 54000, Pakistan"	"Fatima T., Lahore Business School, The University of Lahore, Sargodha, 40100, Pakistan; Badar K., School of Management, Victoria University of Wellington, Wellington, 6012, New Zealand; Waqas M., Lahore Business School, The University of Lahore, Sargodha, 40100, Pakistan; Ayub A., National School of Management Studies, The University of Faisalabad, Faisalabad, 38000, Pakistan; Haris M., Department of Business Administration, Superior University, Lahore, 54000, Pakistan"
"Ali Raza, Syed (14065151300); Kanwal, Asma (57189664755); Nair, Harish K G (58070595000); Ishaq Khan, Atif (58297015200); Naseer, Iftikhar (57220188741); Amjad, Muhammad (58296794000); Ateeq, Karamath (57217306825); Al Sakhnani, Mahmoud (58297449200)"	User Feedback based Trust Analysis in Cloud Computing using Machine Learning Approach	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160718509&doi=10.1109%2fICBATS57792.2023.10111217&partnerID=40&md5=2aa18b3cfc54b53b9513598c3c2814df	"GC University, Department of Computer Science, Lahore, Pakistan; Skyline University College, School of IT, University City Sharjah, Sharjah, 1797, United Arab Emirates; The Superior University, Faculty of Computer Science & Information Technology, Lahore, Pakistan; NCBA&E Lahore, School of Computer Science, Pakistan; Applied Science Private University, Applied Science Research Center, Amman, 11937, Jordan; Skyline University, BSIT Faculty, Sharjah, United Arab Emirates; Skyline University College, School of Business, University City Sharjah, Sharjah, 1797, United Arab Emirates"	"Ali Raza S., GC University, Department of Computer Science, Lahore, Pakistan; Kanwal A., GC University, Department of Computer Science, Lahore, Pakistan; Nair H.K.G., Skyline University College, School of IT, University City Sharjah, Sharjah, 1797, United Arab Emirates; Ishaq Khan A., GC University, Department of Computer Science, Lahore, Pakistan; Naseer I., The Superior University, Faculty of Computer Science & Information Technology, Lahore, Pakistan; Amjad M., NCBA&E Lahore, School of Computer Science, Pakistan, Applied Science Private University, Applied Science Research Center, Amman, 11937, Jordan; Ateeq K., Skyline University, BSIT Faculty, Sharjah, United Arab Emirates; Al Sakhnani M., Skyline University College, School of Business, University City Sharjah, Sharjah, 1797, United Arab Emirates"
"Alyas, Tahir (57211024338); Tabassum, Nadia (57222362188); Iqbal, Muhammad Waseem (57194948912); Alshahrani, Abdullah S. (57209426192); Alghamdi, Ahmed (57195754580); Shahzad, Syed Khuram (35732008400)"	Resource Based Automatic Calibration System (RBACS) Using Kubernetes Framework	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132182244&doi=10.32604%2fiasc.2023.028815&partnerID=40&md5=c6421b5f24661b0d348d2dcfd013f40a	"Department of Computer Science, Lahore Garrison University, Lahore, 54000, Pakistan; Department of Computer Science & IT, Virtual University of Pakistan, Lahore, 54000, Pakistan; Department of Software Engineering, The Superior University, Lahore, 54000, Pakistan; Department of Computer Science & Artificial Intelligence, College of Computer Science & Engineering, University of Jeddah, 21493, Saudi Arabia; Department of Software Engineering, College of Computer Science and Engineering, University of Jeddah, 21493, Saudi Arabia; Department of Informatics & Systems, University of Management & Technology, Lahore, 54000, Pakistan"	"Alyas T., Department of Computer Science, Lahore Garrison University, Lahore, 54000, Pakistan; Tabassum N., Department of Computer Science & IT, Virtual University of Pakistan, Lahore, 54000, Pakistan; Iqbal M.W., Department of Software Engineering, The Superior University, Lahore, 54000, Pakistan; Alshahrani A.S., Department of Computer Science & Artificial Intelligence, College of Computer Science & Engineering, University of Jeddah, 21493, Saudi Arabia; Alghamdi A., Department of Software Engineering, College of Computer Science and Engineering, University of Jeddah, 21493, Saudi Arabia; Shahzad S.K., Department of Informatics & Systems, University of Management & Technology, Lahore, 54000, Pakistan"
"Muhammad Ali, Qazi (57855615800); Nisar, Qasim Ali (57196414030)"	Nexus between green human resource management and environmental performance: a green approach for higher education institutes	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136493480&doi=10.1108%2fK-01-2022-0023&partnerID=40&md5=8ca21f9169fee60e776ed6cdfd88a562	"Department of Business and Management Sciences, Superior University, Lahore, Pakistan; School of Media and Communication Studies, Faculty of Social Sciences and Leisure Management, Taylor's University, Subang Jaya, Malaysia; Faculty of Business and Management Sciences, The Superior University, Lahore, Pakistan"	"Muhammad Ali Q., Department of Business and Management Sciences, Superior University, Lahore, Pakistan; Nisar Q.A., Department of Business and Management Sciences, Superior University, Lahore, Pakistan, School of Media and Communication Studies, Faculty of Social Sciences and Leisure Management, Taylor's University, Subang Jaya, Malaysia, Faculty of Business and Management Sciences, The Superior University, Lahore, Pakistan"
"Ahmad, Bilal (57211588325); Nasir, Sobia (57210813587); Hai, Mahnoor (57211587925); Bilal, Saba (57482243100)"	Do career adaptability and employee–employer fit relate to career resilience? A collaborative effort to depart from the state of “silos” to “mutuality” in academia	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135864256&doi=10.1108%2fK-04-2022-0617&partnerID=40&md5=cf0144bfe54fec619e564fcbedae9aa4	"Department of Business and Management Sciences, Superior University, Lahore, Pakistan; Faculty of Business and Management Sciences, Superior University, Lahore, Pakistan; Hailey College of Commerce, University of the Punjab, Lahore, Pakistan"	"Ahmad B., Department of Business and Management Sciences, Superior University, Lahore, Pakistan; Nasir S., Faculty of Business and Management Sciences, Superior University, Lahore, Pakistan; Hai M., Faculty of Business and Management Sciences, Superior University, Lahore, Pakistan; Bilal S., Hailey College of Commerce, University of the Punjab, Lahore, Pakistan"
"Naseer, Iftikhar (57220188741); Akram, Sheeraz (56199595000); Masood, Tehreem (58429195500); Rashid, Muhammad (57221707362); Jaffar, Arfan (26654126000)"	Lung Cancer Classification Using Modified U-Net Based Lobe Segmentation and Nodule Detection	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163201452&doi=10.1109%2fACCESS.2023.3285821&partnerID=40&md5=d66aa5db12c6f46d2d5ba956676a66ab	"Superior University, Faculty of Computer Science and Information Technology, Lahore, 54000, Pakistan; Intelligent Data Visual Computing Research (IDVCR), Lahore, 55150, Pakistan; Imam Mohammad Ibn Saud Islamic University (IMSIU), College of Computer and Information Sciences, Information Systems Department, Riyadh, 12571, Saudi Arabia; National University of Technology, Department of Computer Science, Islamabad, 45000, Pakistan"	"Naseer I., Superior University, Faculty of Computer Science and Information Technology, Lahore, 54000, Pakistan; Akram S., Superior University, Faculty of Computer Science and Information Technology, Lahore, 54000, Pakistan, Intelligent Data Visual Computing Research (IDVCR), Lahore, 55150, Pakistan, Imam Mohammad Ibn Saud Islamic University (IMSIU), College of Computer and Information Sciences, Information Systems Department, Riyadh, 12571, Saudi Arabia; Masood T., Superior University, Faculty of Computer Science and Information Technology, Lahore, 54000, Pakistan, Intelligent Data Visual Computing Research (IDVCR), Lahore, 55150, Pakistan; Rashid M., National University of Technology, Department of Computer Science, Islamabad, 45000, Pakistan; Jaffar A., Superior University, Faculty of Computer Science and Information Technology, Lahore, 54000, Pakistan, Intelligent Data Visual Computing Research (IDVCR), Lahore, 55150, Pakistan"
"Irfan, Muhammad (35069404400); Hassan, Ch Anwar Ul (57218831051); Althobiani, Faisal (55253726800); Ayub, Nasir (57208162797); Khan, Raja Jalees Ul Hussen (57211641602); Ghandourah, Emad Ismat (57195430476); Almas, Majid A. (58104804800); Ghonaim, Saleh Mohammed (57469501300); Shamji, V.R. (25650445800); Rahman, Saifur (57226314586)"	Power Scheduling with Max User Comfort in Smart Home: Performance Analysis and Tradeoffs	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148244125&doi=10.32604%2fcsse.2023.035141&partnerID=40&md5=d5e6249be6210243f7ed09bb9a7a2ce0	"Electrical Engineering Department, College of Engineering, Najran University, Najran, 61441, Saudi Arabia; Department of Creative Technologies, Air University Islamabad, Islamabad, 44000, Pakistan; Faculty of Maritime Studies, King Abdulaziz University, Jeddah, 21589, Saudi Arabia; Department of Software Engineering, Captial University of Science and Technology, Islamabad, 44000, Pakistan; Department of Software Engineering, Superior University, Lahore, 53400, Pakistan; Nuclear Engineering Department, King Abdulaziz University, Jeddah, 21589, Saudi Arabia; Marine Engineering Department, Faculty of Maritime Studies, King Abdulaziz University, Jeddah, 21589, Saudi Arabia"	"Irfan M., Electrical Engineering Department, College of Engineering, Najran University, Najran, 61441, Saudi Arabia; Hassan C.A.U., Department of Creative Technologies, Air University Islamabad, Islamabad, 44000, Pakistan; Althobiani F., Faculty of Maritime Studies, King Abdulaziz University, Jeddah, 21589, Saudi Arabia; Ayub N., Department of Software Engineering, Captial University of Science and Technology, Islamabad, 44000, Pakistan; Khan R.J.U.H., Department of Software Engineering, Superior University, Lahore, 53400, Pakistan; Ghandourah E.I., Nuclear Engineering Department, King Abdulaziz University, Jeddah, 21589, Saudi Arabia; Almas M.A., Marine Engineering Department, Faculty of Maritime Studies, King Abdulaziz University, Jeddah, 21589, Saudi Arabia; Ghonaim S.M., Faculty of Maritime Studies, King Abdulaziz University, Jeddah, 21589, Saudi Arabia; Shamji V.R., Faculty of Maritime Studies, King Abdulaziz University, Jeddah, 21589, Saudi Arabia; Rahman S., Electrical Engineering Department, College of Engineering, Najran University, Najran, 61441, Saudi Arabia"
"Naqvi, Muhammad Raza (57209098229); Iqbal, Muhammad Waseem (57194948912); Shahzad, Syed Khuram (35732008400); Usman Ashraf, M. (57203054223); Alsubhi, Khalid (24823878100); Aljahdali, Hani Moaiteq (57192160630)"	Ontological Model for Cohesive Smart Health Services Management	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141897351&doi=10.32604%2fcmc.2023.030340&partnerID=40&md5=21feb1093dc7a440c22d690630d7b088	"Le Laboratoire Génie de Production de l’École Nationale d’Ingénieurs de Tarbes (LGP-INP-ENIT), Université de Toulouse, CEDEX, Tarbes, 65016, France; Department of Software Engineering, Superior University, Lahore, 53700, Pakistan; Department of Informatics & Systems, University of Management & Technology, Lahore, 54000, Pakistan; Department of Computer Science, University of Management and Technology, Sialkot, 51310, Pakistan; Department of Computer Science, King Abdul-Aziz University, Jeddah, 21577, Saudi Arabia; Faculty of Computing and Information Technology, King Abdulaziz University, Jeddah, 21577, Saudi Arabia"	"Naqvi M.R., Le Laboratoire Génie de Production de l’École Nationale d’Ingénieurs de Tarbes (LGP-INP-ENIT), Université de Toulouse, CEDEX, Tarbes, 65016, France; Iqbal M.W., Department of Software Engineering, Superior University, Lahore, 53700, Pakistan; Shahzad S.K., Department of Informatics & Systems, University of Management & Technology, Lahore, 54000, Pakistan; Usman Ashraf M., Department of Computer Science, University of Management and Technology, Sialkot, 51310, Pakistan; Alsubhi K., Department of Computer Science, King Abdul-Aziz University, Jeddah, 21577, Saudi Arabia; Aljahdali H.M., Faculty of Computing and Information Technology, King Abdulaziz University, Jeddah, 21577, Saudi Arabia"
"Mustafa, Saleem (57807585700); Jaffar, Arfan (26654126000); Iqbal, Muhammad Waseem (57194948912); Abubakar, Asma (57806958100); Alshahrani, Abdullah S. (57209426192); Alghamdi, Ahmed (57195754580)"	Hybrid Color Texture Features Classification Through ANN for Melanoma	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134318688&doi=10.32604%2fiasc.2023.029549&partnerID=40&md5=508038f77df0e7d1055f6125154172f1	"Faculty of Computer Science & Information Technology, Superior University, Lahore, 54600, Pakistan; Department of Software Engineering, Superior University, Lahore, 54600, Pakistan; Department of Computer Science & Artificial Intelligence, College of Computer Science & Engineering, University of Jeddah, 21493, Saudi Arabia; Department of Software Engineering, College of Computer Science and Engineering, University of Jeddah, 21493, Saudi Arabia"	"Mustafa S., Faculty of Computer Science & Information Technology, Superior University, Lahore, 54600, Pakistan; Jaffar A., Faculty of Computer Science & Information Technology, Superior University, Lahore, 54600, Pakistan; Iqbal M.W., Department of Software Engineering, Superior University, Lahore, 54600, Pakistan; Abubakar A., Department of Software Engineering, Superior University, Lahore, 54600, Pakistan; Alshahrani A.S., Department of Computer Science & Artificial Intelligence, College of Computer Science & Engineering, University of Jeddah, 21493, Saudi Arabia; Alghamdi A., Department of Software Engineering, College of Computer Science and Engineering, University of Jeddah, 21493, Saudi Arabia"
